Price,Days On Market,County,City,# Full Baths,# Half Baths,# of Bedrooms,Approx Number of Acres,Approx Total Sq Ft,Approximate Year Built,Basement,Garage Capacity,Carport Capacity
"$144,501",48,Marshall,Benton,1,0,3,0.4,1064,,No,0,1
"$144,625",24,Trigg,Cadiz,2,0,3,0.53,1588,1996,No,2,0
"$144,750",152,Trigg,Cadiz,2,0,3,0.5,1453,2008,No,2,0
"$144,900",89,Marshall,Benton,2,1,4,0.86,1948,1998,No,2,0
"$144,900",54,Marshall,Calvert City,2,0,4,0.37,1300,1970,No,1,0
"$144,900",364,Marshall,Gilbertsville,1,0,2,0.46,936,0,No,0,1
"$144,900",122,Marshall,Benton,1,1,3,0.34,1508,,No,0,1
"$144,900",77,Trigg,Cadiz,2,0,3,0.34,1480,,No,1,0
"$144,900",590,Ballard,LaCenter,2,0,3,0.46,2120,1997,No,2,0
"$144,900",56,Marshall,Calvert City,1,0,4,3.5,1600,1993,No,0,0
"$144,900",30,Marshall,Calvert City,2,0,2,1,1500,2007,No,6,1
"$144,900",83,Lyon,Kuttawa,2,0,2,0.35,1610,1984,No,0,1
"$144,900",58,Graves,Sedalia,2,0,3,2,1500,,No,2,0
"$144,900",202,McCracken,Paducah,2,0,3,0.46,1587,1972,No,2,0
"$144,900",239,Marshall,Benton,2,0,3,1.18,1800,1971,No,0,0
"$144,900",241,McCracken,Paducah,3,0,3,0.65,2232,1961,No,1,2
"$144,900",70,McCracken,Paducah,2,0,3,0.56,2164,1958,Yes,2,0
"$144,900",48,McCracken,Paducah,2,1,3,0.26,1660,1953,No,1,0
"$144,900",53,Marshall,Gilbertsville,2,1,3,1.07,2044,1975,No,2,0
"$144,900",31,Calloway,Murray,1,0,3,0.33,1064,1971,No,0,1
"$144,900",37,McCracken,Paducah,3,0,3,0,2190,,No,4,0
"$144,900",13,Marshall,Calvert City,2,0,3,0.77,2772,,Yes,2,1
"$144,900",42,McCracken,Paducah,2,0,3,0.69,1417,1955,Yes,2,1
"$144,900",74,Graves,Mayfield,2,0,4,0.84,2158,,No,2,0
"$145,000",76,Calloway,Murray,2,0,3,0.3,1454,1964,No,0,1
"$145,000",43,Calloway,Murray,1,0,3,0.28,1269,,No,0,1
"$145,000",33,McCracken,Paducah,1,0,2,0.18,1144,,No,1,1
"$145,000",59,Lyon,Eddyville,1,0,1,1.4,1064,1983,No,4,2
"$145,000",54,Graves,Mayfield,2,0,2,0.22,1206,1952,Yes,1,0
"$145,000",119,Calloway,Murray,2,0,4,1,1533,1999,No,0,0
"$145,000",208,McCracken,Paducah,3,0,3,0.28,2309,1955,No,2,0
"$145,000",49,Marshall,Calvert City,2,0,3,1.9,1488,1960,No,2,0
"$145,000",0,Calloway,Murray,2,0,3,0.25,1462,,No,2,0
"$145,000",27,McCracken,Paducah,2,0,2,0.2,1300,1905,No,0,0
"$145,000",80,Calloway,Murray,1,1,3,0.28,1740,1958,No,0,1
"$145,000",56,Caldwell,Princeton,3,0,4,0.25,2000,,No,0,2
"$145,000",99,Carlisle,Bardwell,1,0,3,2,1292,1972,No,2,1
"$145,000",48,Hickman,Fancy Farm,2,0,4,5,2723,,No,0,0
"$145,000",133,McCracken,Paducah,3,0,3,0.91,1870,1975,No,2,0
"$145,000",184,Graves,Mayfield,3,0,4,0.75,2400,2001,No,4,0
"$145,000",14,Graves,Mayfield,2,0,3,1.8,2368,,Yes,2,0
"$145,000",66,Lyon,Eddyville,1,1,3,0.51,1232,2007,No,0,1
"$145,000",124,Graves,Mayfield,2,0,3,0.5,1894,2001,No,2,0
"$145,000",174,Calloway,Kirksey,2,0,3,1.44,2088,1996,Yes,0,0
"$145,000",120,Calloway,Almo,2,0,3,0.58,1368,1997,No,2,0
"$145,000",80,Graves,Hickory,1,0,3,3.26,1288,1960,Yes,0,0
"$145,000",36,McCracken,Paducah,2,0,3,0.4,1254,1971,No,2,0
"$145,000",185,Lyon,Eddyville,2,0,3,0.5,1400,1992,No,2,0
"$145,000",124,Graves,Fulton,2,1,4,11.6,2736,,No,0,2
"$145,000",146,Calloway,Murray,2,0,3,0.3,1421,2007,No,2,0
"$145,000",59,Livingston,Smithland,2,0,3,2.22,1502,1988,No,0,2
"$145,000",41,Ballard,LaCenter,2,0,3,0.45,1632,,No,2,0
"$145,000",54,Other,Lexington,2,0,3,0.1,1300,2006,No,1,0
"$145,000",85,McCracken,Paducah,2,0,4,0.31,2012,,No,2,0
"$145,000",98,Graves,Mayfield,2,0,3,0.38,1430,1960,No,1,0
"$145,000",135,Calloway,Murray,2,0,3,0.57,1586,,No,0,0
"$145,000",147,Lyon,Kuttawa,1,1,3,0.5,1880,1998,Yes,1,1
"$145,000",279,Graves,Mayfield,2,0,2,2.26,2100,2010,No,2,0
"$145,000",128,Livingston,Smithland,2,0,4,2,1775,1970,No,2,0
"$145,000",53,Livingston,Grand Rivers,2,0,3,0.23,1430,1961,No,2,0
"$145,000",0,Graves,Mayfield,2,1,4,0.43,2537,,No,2,0
"$145,000",115,Marshall,Benton,2,0,3,5,1716,1998,Yes,4,0
"$145,000",145,Livingston,Grand Rivers,2,0,3,0.96,2349,1977,Yes,1,0
"$145,000",139,McCracken,Paducah,1,1,3,0.7,1621,1980,No,0,0
"$145,000",60,McCracken,Paducah,2,0,4,0.35,1756,2000,No,1,0
"$145,000",64,Calloway,Murray,2,1,3,0.55,1801,,No,1,0
"$145,000",30,Graves,Mayfield,1,1,3,0.32,1161,,No,3,0
"$145,000",67,McCracken,Paducah,1,1,3,0.63,1856,1963,No,2,0
"$145,000",95,McCracken,Paducah,2,0,3,0.4,1596,1984,No,2,0
"$145,000",0,McCracken,Paducah,2,0,3,1.26,1760,,No,2,0
"$145,000",110,Marshall,Calvert City,1,1,3,0.5,1872,1970,No,1,0
"$145,000",171,McCracken,Paducah,2,0,3,0.32,1733,,No,0,1
"$145,000",92,Graves,Mayfield,2,0,3,0.2,2044,,No,2,0
"$145,000",552,Trigg,Cadiz,2,0,3,0.23,2080,,Yes,2,0
"$145,000",39,Graves,Water Valley,3,0,3,4.58,1878,,No,0,0
"$145,000",112,Trigg,Cadiz,2,0,3,0.25,1340,2017,No,2,0
"$145,000",38,Graves,Wingo,1,0,2,0.77,1068,1970,No,2,0
"$145,000",73,Trigg,Cadiz,2,0,3,1,1695,1976,No,2,0
"$145,000",95,Graves,Mayfield,2,0,3,0.23,1352,,No,1,0
"$145,000",114,Trigg,Cadiz,2,1,5,0.4,3018,1904,Yes,0,0
"$145,000",27,Marshall,Benton,1,0,3,0.42,1085,,No,2,0
"$145,000",466,Calloway,Murray,2,0,3,1,2026,1952,No,0,2
"$145,000",203,Calloway,Murray,2,0,3,0,1685,1980,No,2,0
"$145,000",102,Trigg,Cadiz,3,0,4,1.5,2960,1992,Yes,2,0
"$145,000",53,Calloway,Murray,2,0,3,0.36,1459,,No,1,0
"$145,000",219,Calloway,Murray,2,0,3,1.72,1323,2002,No,4,0
"$145,000",96,Calloway,Murray,1,0,3,1.1,1260,1950,No,6,1
"$145,000",290,Marshall,Benton,2,0,3,5.2,1915,1950,No,2,2
"$145,000",50,Calloway,Murray,1,0,3,0.43,1137,,Yes,0,1
"$145,000",150,McCracken,Paducah,2,0,3,0.5,1363,1981,No,2,0
"$145,000",0,Calloway,Murray,1,1,3,0.26,1621,1968,No,0,2
"$145,000",141,Graves,Mayfield,1,1,3,0.28,1628,,Yes,2,0
"$145,000",84,Calloway,Murray,2,0,3,0.27,1520,,No,1,0
"$145,000",99,McCracken,Paducah,1,1,4,0.53,1525,1986,No,2,0
"$145,000",55,Graves,Mayfield,3,0,4,1,1968,1974,No,0,2
"$145,000",210,Trigg,Cadiz,2,0,3,0.62,1944,1970,Yes,2,0
"$145,000",47,McCracken,Paducah,2,0,4,0.22,2252,1940,Yes,2,1
"$145,000",112,Graves,Mayfield,2,1,4,0.46,1730,1978,Yes,2,0
"$145,000",70,Ballard,Wickliffe,2,1,3,2,2503,1973,Yes,0,2
"$145,000",113,Graves,Mayfield,2,0,4,1,1780,1980,No,2,2
"$145,000",401,Marshall,Benton,2,0,3,0.3,1528,1989,No,2,0
"$145,000",14,Calloway,Murray,1,0,3,1,1470,2009,No,2,0
"$145,000",0,Calloway,Almo,2,0,3,0.5,1460,1996,No,2,0
"$145,000",73,McCracken,Paducah,2,0,4,0.44,2040,1969,No,0,0
"$145,000",78,Marshall,Benton,2,0,3,0.59,1500,1999,No,1,0
"$145,000",90,McCracken,Paducah,2,0,3,0.38,1768,1976,No,2,0
"$145,000",83,Marshall,Benton,3,0,3,0.71,2188,1989,No,3,1
"$145,000",39,Marshall,Benton,2,0,3,0.32,1327,1996,No,2,0
"$145,000",55,Calloway,Murray,2,0,3,0.58,1120,1998,No,0,1
"$145,000",303,Caldwell,Princeton,2,0,3,0.5,1689,,No,1,3
"$145,000",28,Other,Puryear,1,1,3,0.33,1123,,No,1,1
"$145,000",57,Trigg,Cadiz,2,0,3,9.3,1244,1995,No,0,0
"$145,000",728,Ballard,Wickliffe,2,1,3,27.81,2280,1970,No,0,2
"$145,000",207,Marshall,Benton,2,1,4,1.72,1832,1980,No,2,0
"$145,000",501,McCracken,Paducah,2,0,3,0.63,2456,1995,Yes,2,0
"$145,000",58,Marshall,Benton,2,1,3,2,1680,1995,No,2,0
"$145,000",70,McCracken,Paducah,2,0,3,0.17,2021,,No,1,0
"$145,000",22,Calloway,Murray,2,0,3,0.3,1873,,No,1,0
"$145,000",0,Marshall,Kirksey,2,0,3,1.54,1531,1999,No,2,0
"$145,000",38,Marshall,Calvert City,2,0,3,0.81,1996,1972,No,0,0
"$145,000",64,Marshall,Benton,1,1,2,0.72,1624,,No,2,0
"$145,000",42,Hickman,Clinton,1,1,3,0.35,1302,1965,No,0,1
"$145,000",356,Graves,Mayfield,2,0,3,1,2004,1968,No,2,0
"$145,000",61,Graves,Mayfield,1,1,3,0.31,1584,1964,No,1,0
"$145,000",268,Graves,Mayfield,2,0,3,0.5,1681,1994,No,3,0
"$145,000",31,McCracken,Paducah,2,0,2,0.26,1444,1968,No,2,0
"$145,000",101,McCracken,Paducah,1,1,3,0.31,1912,1955,No,1,1
"$145,000",129,Marshall,Gilbertsville,1,0,3,1.01,990,,No,1,0
"$145,000",118,Trigg,Cadiz,1,0,3,0.4,1856,1964,No,2,0
"$145,000",90,Marshall,Benton,1,0,3,0.37,1126,,No,1,0
"$145,000",210,McCracken,Paducah,4,0,4,1,4300,1975,No,4,0
"$145,000",0,Calloway,Murray,1,0,3,0.5,1452,,No,0,1
"$145,000",0,Marshall,Benton,2,0,3,0.35,1464,1960,No,0,2
"$145,000",180,McCracken,Paducah,2,1,4,0.5,2755,1972,Yes,2,0
"$145,000",0,Calloway,Murray,2,0,3,0.49,1643,2009,No,1,0
"$145,000",29,Caldwell,Princeton,2,0,3,0.49,1820,1970,No,0,0
"$145,000",204,Carlisle,Arlington,2,0,3,1.42,1568,1990,No,2,0
"$145,000",98,McCracken,Paducah,2,0,4,0.48,1854,1972,No,0,2
"$145,000",85,McCracken,Paducah,2,0,3,0,2287,1978,No,2,0
"$145,000",127,Graves,Fancy Farm,2,0,6,0.43,3728,,No,2,0
"$145,000",59,McCracken,Paducah,2,0,3,0.69,1344,1973,No,0,1
"$145,000",84,Caldwell,Princeton,2,0,4,5,1596,,No,2,0
"$145,000",34,Marshall,Benton,1,0,2,0.59,1044,1950,No,2,1
"$145,000",44,McCracken,Paducah,2,1,3,0.38,2402,1987,No,2,0
"$145,000",33,Ballard,LaCenter,1,0,3,0.29,1208,,No,0,1
"$145,000",75,Calloway,Murray,1,1,3,0.7,1980,1975,No,2,0
"$145,000",79,Marshall,Benton,2,0,3,0.2,1912,1960,No,1,0
"$145,000",0,Marshall,Benton,2,0,3,4.62,1448,,No,3,0
"$145,000",59,Marshall,Benton,1,0,3,0.22,1064,1984,No,0,1
"$145,000",124,McCracken,Paducah,2,0,3,1,1484,2012,No,0,0
"$145,000",50,Graves,Farmington,2,0,4,1.3,1700,,No,0,0
"$145,000",142,Marshall,Hardin,2,0,3,0.59,1312,1997,No,2,1
"$145,000",56,McCracken,Paducah,2,0,3,0.27,1834,1941,Yes,1,0
"$145,000",64,Trigg,Cadiz,2,1,4,1.47,2228,1988,Yes,2,0
"$145,000",40,Calloway,Murray,1,0,3,0.31,1284,1961,No,0,1
"$145,000",97,Marshall,Calvert City,2,1,5,0.4,3435,1963,Yes,0,1
"$145,000",254,Hickman,Columbus,1,1,3,0.33,1631,,No,2,1
"$145,000",51,Calloway,Murray,2,0,4,0.32,1573,1950,No,0,1
"$145,000",58,Other,Springville,1,1,3,2.68,1340,1976,No,0,0
"$145,000",31,McCracken,Paducah,1,1,3,0.36,1690,,No,1,0
"$145,000",63,McCracken,Paducah,2,0,3,0.38,1498,1987,No,0,0
"$145,000",29,McCracken,Paducah,2,0,3,0.17,1647,1998,No,1,0
"$145,000",0,McCracken,Paducah,1,0,3,0.39,1596,,No,2,2
"$145,000",72,Livingston,Ledbetter,2,0,3,1,1844,1959,No,1,2
"$145,000",50,Marshall,Benton,2,0,4,1.48,2179,1945,No,2,0
"$145,000",93,Graves,Mayfield,1,1,4,0.3,1216,1975,No,0,0
"$145,000",71,Marshall,Hardin,2,1,3,0.66,1644,2000,No,2,0
"$145,000",69,McCracken,Reidland,2,0,3,0.8,1603,1967,No,3,0
"$145,000",75,Calloway,Murray,2,0,3,0.6,1612,,No,1,0
"$145,000",121,Livingston,Grand Rivers,2,0,3,3,1800,1998,No,2,2
"$145,000",0,McCracken,Paducah,1,1,3,0.7,1862,1962,No,1,0
"$145,000",244,Calloway,Murray,2,1,3,0.7,2640,,Yes,2,0
"$145,000",92,Graves,Mayfield,2,0,2,2.26,2100,2010,No,2,0
"$145,000",40,McCracken,Paducah,1,1,3,0.91,1324,1945,No,0,2
"$145,200",0,Graves,Buchanan,3,0,3,1.61,4000,,Yes,0,0
"$145,250",54,McCracken,Paducah,2,0,3,0.36,1239,1922,No,2,2
"$145,285",57,Marshall,Gilbertsville,2,0,3,3.24,2484,1981,No,2,0
"$145,400",72,McCracken,Paducah,2,0,4,2.02,1775,1965,No,1,1
"$145,500",42,Marshall,Benton,2,0,3,0.6,1600,,No,1,0
"$145,500",100,McCracken,Paducah,1,1,3,0.75,1728,1973,No,1,1
"$145,500",0,McCracken,West Paducah,2,0,3,1,1500,1974,No,2,0
"$145,500",34,Calloway,Murray,1,0,3,0.93,1164,,No,2,0
"$145,500",41,Calloway,Murray,1,0,3,0.63,1164,1976,No,0,2
"$145,500",62,Graves,Mayfield,2,0,4,0.55,2108,,No,1,2
"$145,500",63,Calloway,Almo,1,1,3,5,1343,1981,No,0,2
"$145,500",20,Marshall,Benton,2,0,3,0.49,1436,2007,No,2,2
"$145,500",59,Lyon,Kuttawa,2,0,3,0.44,1440,,No,0,1
"$145,500",31,McCracken,McCracken C,2,0,2,0.37,1281,,No,0,1
"$145,500",184,Calloway,Murray,1,1,4,2.04,1850,1900,No,5,0
"$145,500",80,McCracken,Paducah,2,0,4,0.24,1402,1956,No,0,1
"$145,550",32,Crittenden,Marion,2,0,3,0.69,2006,1940,Yes,3,0
"$145,600",62,Graves,Mayfield,2,0,3,0.72,1913,,No,2,0
"$145,900",119,McCracken,Paducah,2,0,3,0.45,2016,1968,No,0,0
"$145,900",111,Calloway,Murray,2,0,3,0.36,1471,1993,No,2,0
"$145,900",193,Trigg,Cadiz,2,0,3,1.05,1791,1996,No,2,0
"$146,000",480,Caldwell,Princeton,2,1,3,0.5,2504,,Yes,2,0
"$146,000",86,McCracken,Paducah,2,0,3,0.47,1456,1985,No,3,0
"$146,000",101,Graves,Wingo,2,0,3,0.5,1300,,No,0,0
"$146,000",77,Calloway,Murray,2,0,3,0.4,2100,1976,No,2,0
"$146,000",58,Calloway,Murray,1,1,3,0.26,1624,1963,No,0,2
"$146,000",61,Calloway,Hazel,2,0,3,0.46,1743,1997,No,2,0
"$146,000",52,McCracken,Paducah,1,0,2,0.31,1312,,No,1,2
"$146,000",145,McCracken,Paducah,1,1,2,0.54,2820,1928,Yes,1,2
"$146,000",56,Lyon,Eddyville,2,0,3,3.02,2048,,Yes,0,1
"$146,000",45,McCracken,Paducah,3,0,4,0.4,2067,1970,No,2,0
"$146,000",48,McCracken,Paducah,2,0,3,1.5,1599,1973,No,2,0
"$146,000",210,Graves,Symsonia,2,0,2,0.45,1749,2004,No,2,0
"$146,000",105,McCracken,Paducah,2,0,4,0.5,2058,,Yes,2,0
"$146,000",252,Calloway,Kirksey,2,0,4,1.31,2321,1977,No,1,0
"$146,000",0,Trigg,Cadiz,1,1,3,4.85,1475,1967,No,0,1
"$146,000",140,Livingston,Grand Rivers,2,0,3,3,1800,1998,No,2,2
"$146,000",71,Calloway,Murray,2,0,3,0.6,1770,2007,No,2,0
"$146,000",40,McCracken,Paducah,1,1,3,0.54,1485,1971,No,1,1
"$146,000",75,McCracken,Paducah,2,0,4,0.54,2059,1974,No,2,0
"$146,000",265,Calloway,Murray,2,0,3,0.34,1741,,No,1,1
"$146,000",44,Marshall,Gilbertsville,1,0,2,0.26,896,1995,No,0,1
"$146,000",0,Crittenden,Marion,1,0,3,1,1400,,No,2,0
"$146,000",94,McCracken,Paducah,2,1,4,0.25,2404,1993,No,2,0
"$146,000",45,Calloway,Murray,1,0,3,0.3,1432,,No,1,0
"$146,000",105,Graves,Mayfield,3,0,3,0.6,1792,1987,No,2,0
"$146,000",0,Calloway,Murray,2,0,3,0.27,1702,1935,Yes,1,0
"$146,000",139,McCracken,Paducah,2,0,3,1.83,1872,1989,No,2,0
"$146,000",32,McCracken,Paducah,1,0,3,0.99,1275,1978,No,2,0
"$146,000",148,Trigg,Cadiz,2,0,3,0.5,1879,1987,No,2,0
"$146,000",65,Graves,Mayfield,1,0,2,0.63,1018,,No,0,2
"$146,000",35,Marshall,Benton,2,0,3,0.54,1321,,No,0,0
"$146,000",111,McCracken,Paducah,2,0,3,0,2006,1959,No,0,2
"$146,000",42,McCracken,Paducah,1,0,3,0.2,1400,1965,No,0,1
"$146,100",28,Calloway,Murray,1,0,3,0.38,1068,,No,1,0
"$146,500",33,McCracken,Paducah,1,1,2,0.38,1194,1962,Yes,1,0
"$146,500",15,McCracken,Paducah,1,0,3,0.48,1102,,No,2,0
"$146,500",150,McCracken,Paducah,3,0,4,0.38,2184,,Yes,2,0
"$146,500",131,Trigg,Cadiz,1,0,3,7.66,1582,1963,Yes,3,1
"$146,500",27,Marshall,Calvert City,2,0,4,1.67,2132,1978,No,0,0
"$146,500",127,Lyon,Eddyville,2,1,3,0.5,1500,2007,No,2,0
"$146,500",0,Calloway,Almo,2,0,3,0.45,1456,,No,2,0
"$146,500",62,Livingston,Ledbetter,2,0,3,0.61,2394,1977,No,2,0
"$146,500",62,Calloway,Hazel,2,0,4,2.97,2100,,No,1,1
"$146,500",79,Marshall,Benton,2,0,3,4.7,1500,,No,1,0
"$146,500",121,McCracken,Paducah,2,0,4,1.12,1678,1973,Yes,1,0
"$146,500",43,McCracken,West Paducah,2,0,3,0,1608,1991,No,2,0
"$146,500",345,Calloway,Murray,2,1,3,0.35,2550,,No,2,0
"$146,500",64,Trigg,Cadiz,2,0,3,0.75,1553,1980,No,1,0
"$146,500",69,McCracken,Paducah,2,0,3,1.45,2211,1966,Yes,4,0
"$146,500",91,Christian,Hopkinsville,2,0,3,0.28,1600,1999,No,2,0
"$146,500",49,Calloway,Murray,2,0,3,0.3,1912,1968,No,1,0
"$146,900",186,McCracken,Paducah,2,1,4,0.8,2912,1973,No,4,0
"$146,900",32,Marshall,Benton,1,1,3,0.34,1068,,No,0,1
"$146,900",157,Graves,Mayfield,2,0,3,1.61,1595,2006,No,2,0
"$146,900",59,Calloway,Murray,3,0,4,0.4,2189,1958,No,0,2
"$146,900",46,Graves,Mayfield,2,0,3,0.4,1657,,No,0,1
"$147,000",347,McCracken,Paducah,2,0,4,0.15,3107,1881,No,0,0
"$147,000",45,Calloway,Murray,1,1,3,0.4,1509,,No,0,1
"$147,000",0,McCracken,Paducah,1,0,3,3.87,1206,1986,No,2,0
"$147,000",410,Lyon,Kuttawa,2,0,3,0.29,1296,,No,2,0
"$147,000",46,Calloway,Murray,2,0,3,0.37,1471,1993,No,2,0
"$147,000",156,Calloway,Murray,2,0,3,0.22,1730,2006,No,1,0
"$147,000",280,McCracken,Paducah,3,0,4,2.5,2006,1961,Yes,3,0
"$147,000",47,Graves,Mayfield,2,0,3,0.96,1817,1974,No,3,0
"$147,000",81,Marshall,Calvert City,2,0,4,0.44,1893,2006,No,2,0
"$147,000",362,Calloway,Murray,2,0,3,0.25,1540,,No,1,0
"$147,000",211,McCracken,Paducah,3,0,3,0.92,1926,1988,No,0,0
"$147,000",39,McCracken,Paducah,1,0,2,0.44,1032,1923,No,2,0
"$147,000",87,Marshall,Benton,3,0,3,0.5,2554,1995,Yes,4,0
"$147,000",0,Trigg,Cadiz,2,0,3,0.6,1489,2008,No,2,0
"$147,000",93,Marshall,Gilbertsville,2,0,3,0.93,1672,1992,No,3,0
"$147,000",62,Calloway,Murray,2,0,3,0.45,2351,1963,No,1,0
"$147,000",95,McCracken,Paducah,1,1,3,0.5,1835,1959,No,0,0
"$147,000",33,Marshall,Benton,1,1,2,0.5,628,1970,No,0,0
"$147,000",140,McCracken,Paducah,2,1,4,0.82,2000,1978,No,2,0
"$147,000",42,McCracken,Paducah,1,0,2,0.19,1568,1943,Yes,0,1
"$147,000",63,Calloway,Murray,1,0,3,0.34,1533,1960,No,1,0
"$147,000",91,McCracken,Paducah,2,0,3,0.47,1770,1976,No,2,0
"$147,000",30,Trigg,Cadiz,2,0,3,0.4,1330,2010,No,2,0
"$147,000",276,Calloway,Murray,2,1,3,0.4,1854,1977,Yes,2,0
"$147,000",70,McCracken,Paducah,2,0,4,0.14,2888,1897,No,0,0
"$147,000",60,McCracken,Paducah,1,0,3,0.35,1500,1956,No,0,0
"$147,000",32,Calloway,Murray,1,0,3,0.29,1282,1975,No,0,2
"$147,000",148,Marshall,Calvert City,2,0,3,0.4,1856,1980,No,2,0
"$147,000",33,McCracken,Paducah,2,0,3,0.73,1344,1964,No,1,0
"$147,000",37,McCracken,Paducah,2,0,3,1.94,1513,,No,2,0
"$147,000",39,McCracken,Paducah,2,0,4,0.41,1734,,No,0,2
"$147,000",660,McCracken,Paducah,2,0,3,0.5,1573,1960,No,1,0
"$147,000",38,Calloway,Murray,2,0,3,0.32,1715,,No,2,0
"$147,000",55,Caldwell,Princeton,2,0,3,0.96,1800,,Yes,0,0
"$147,000",0,Calloway,Murray,2,0,3,10.93,1400,,No,2,0
"$147,000",38,McCracken,Paducah,1,0,3,1,1435,1950,No,0,1
"$147,000",309,Marshall,Gilbertsville,2,0,3,1.15,1792,1988,No,2,0
"$147,100",36,McCracken,Paducah,1,1,3,0.22,2451,1955,No,0,0
"$147,300",65,Todd,Elkton,1,0,2,0.25,1136,,No,0,0
"$147,500",316,McCracken,Paducah,2,0,3,0.75,1656,1990,No,2,0
"$147,500",108,McCracken,Paducah,2,0,3,0.21,1898,1938,Yes,1,0
"$147,500",173,Graves,Mayfield,1,0,3,0.08,1066,2021,No,1,0
"$147,500",353,McCracken,Paducah,2,0,3,0,2330,1891,No,0,0
"$147,500",33,Graves,Mayfield,2,0,4,0.77,1800,2006,No,2,0
"$147,500",33,McCracken,Paducah,2,0,4,0.95,1994,1980,No,0,0
"$147,500",36,Livingston,Smithland,2,0,3,6,2220,1966,No,2,0
"$147,500",84,Calloway,Murray,2,0,4,0.65,2208,1960,Yes,0,1
"$147,500",0,McCracken,Paducah,2,0,3,0.22,1587,,No,0,0
"$147,500",259,Graves,Fancy Farm,2,0,4,0.77,2454,,No,0,1
"$147,500",186,McCracken,Paducah,2,0,3,0.41,1889,,No,2,0
"$147,500",42,Trigg,Cadiz,2,0,3,0.33,1536,1990,Yes,1,0
"$147,500",45,Calloway,Murray,2,0,3,1.53,1560,,No,1,3
"$147,500",51,Graves,Sedalia,1,0,3,1.5,1417,,No,4,1
"$147,500",69,Graves,Mayfield,2,0,3,1.42,1595,2003,No,2,0
"$147,500",245,McCracken,Paducah,2,0,3,0.31,1799,1975,No,2,0
"$147,500",85,Calloway,Murray,2,0,3,0.3,1912,1990,No,2,0
"$147,500",253,Calloway,Murray,2,0,3,0.5,1550,1997,No,2,0
"$147,500",85,Calloway,Murray,1,1,3,0.25,1560,,No,0,1
"$147,501",60,Christian,Gracey,2,0,3,0.94,1250,1996,No,1,0
"$147,700",55,McCracken,Paducah,2,1,4,1.65,2493,1965,Yes,1,0
"$147,880",0,Livingston,Ledbetter,2,0,2,0.69,1790,1976,No,1,0
"$147,900",45,Trigg,Cadiz,2,0,3,1.5,1184,2005,No,2,0
"$147,900",89,Marshall,Gilbertsville,2,1,3,1.09,2200,1971,Yes,1,2
"$147,900",93,McCracken,Paducah,2,0,3,0.53,1631,,No,1,0
"$147,900",0,Carlisle,Bardwell,2,0,3,2.92,1512,1970,No,1,0
"$147,900",40,McCracken,Paducah,1,1,3,0.81,1576,,No,2,0
"$147,900",38,Marshall,Calvert City,1,1,3,0.33,2136,1960,No,0,0
"$147,900",193,Graves,Mayfield,3,1,4,0.9,3696,,No,2,0
"$147,900",72,Marshall,Hardin,2,0,4,0.43,1926,1950,No,0,0
"$148,000",108,Calloway,Murray,2,0,2,0.65,1363,,No,0,1
"$148,000",79,Caldwell,Princeton,1,1,4,0.3,1563,1971,No,0,0
"$148,000",62,McCracken,West Paducah,1,0,3,0.95,1294,1998,No,2,0
"$148,000",67,McCracken,Paducah,2,0,3,0.54,1451,1962,No,2,0
"$148,000",109,McCracken,Paducah,1,1,2,0,1017,2004,No,1,0
"$148,000",63,Graves,Mayfield,2,0,3,0.75,1712,1995,No,2,0
"$148,000",51,Graves,Mayfield,1,1,3,0.62,1635,,No,0,1
"$148,000",48,Calloway,Murray,2,0,3,0.4,1289,2007,No,1,0
"$148,000",28,Calloway,Murray,2,0,2,0.2,1210,,No,0,2
"$148,000",46,McCracken,Paducah,2,0,4,0,1625,,No,2,0
"$148,000",80,McCracken,Paducah,2,0,3,0.43,1385,1968,No,0,1
"$148,000",0,McCracken,Paducah,2,0,3,0.18,1400,2009,No,2,0
"$148,000",29,Marshall,Hardin,1,0,3,0.52,1536,1982,No,2,0
"$148,000",110,Calloway,Almo,2,0,3,0.58,1669,2006,No,2,0
"$148,000",126,McCracken,Paducah,2,0,3,0.25,2163,1977,No,4,0
"$148,000",64,Calloway,Murray,2,0,3,1.13,1756,1985,No,0,1
"$148,000",192,Marshall,Benton,2,0,4,0.87,1760,1950,Yes,0,0
"$148,000",217,Marshall,Benton,1,0,2,1.09,1020,2014,No,0,2
"$148,000",33,McCracken,Paducah,2,0,3,0.36,1428,,No,2,0
"$148,000",47,Caldwell,Princeton,1,1,3,1,1544,1979,No,2,0
"$148,000",101,Graves,Mayfield,2,0,2,0.41,1751,1984,No,2,0
"$148,000",0,Graves,Fancy Farm,2,0,2,0.67,1363,,No,1,0
"$148,000",0,Graves,Mayfield,1,1,3,0.72,1620,1968,Yes,0,1
"$148,000",137,Marshall,Benton,2,0,3,0.36,1786,2001,No,2,0
"$148,000",137,Calloway,Murray,1,1,3,0.5,1610,,Yes,0,0
"$148,000",24,Graves,Mayfield,2,0,3,0.26,1662,1971,No,2,0
"$148,000",74,Trigg,Cadiz,1,0,1,2.5,536,2003,No,1,0
"$148,000",132,McCracken,Paducah,2,0,3,0,1475,1947,No,0,0
"$148,000",34,Livingston,Ledbetter,2,0,3,1.28,1593,,No,1,0
"$148,000",800,Lyon,Eddyville,2,0,4,0.5,1636,,Yes,2,0
"$148,000",452,Calloway,Murray,2,0,5,0.31,2912,1900,No,1,1
